ec_number	bigg_reaction_id
6.3.2.8	UAMAS
1.3.1.98	UAPGR
5.1.3.2	UDPG4E
5.4.99.9	UDPGALM
3.6.1.45	UDPGALPpp
1.1.1.305	UDPGDC
3.6.1.45	UDPGPpp
3.6.1.8	UDPGPpp
3.6.1.9	UDPGPpp
2.6.1.87	UDPKAAT
2.7.7.12	UGLT
3.5.1.116	UGLYCH
3.5.3.19	UGLYCH
6.3.2.10	UGMDDS
2.1.1.107	UPP3MT
4.1.1.37	UPPDC1
3.5.1.110	URACPAH
3.6.1.54	USHD
2.6.1.42	VALTA
2.6.1.6	VALTA
6.1.1.9	VALTRS
2.6.1.66	VPAMTr
5.3.1.5	XYLI2
3.6.3.5	ZN2abcpp
3.6.3.5	ZNabcpp
1.1.1.215	2DGLCNRy
2.8.1.6	BTS4
1.2.2.1	FDH4pp_1
1.1.1.35	HACD1i
1.1.1.211	HACD2i
1.1.1.35	HACD2i
1.1.1.211	HACD4i
1.1.1.35	HACD4i
1.1.1.211	HACD6i
1.1.1.35	HACD6i
1.1.1.211	HACD7i
1.1.1.35	HACD7i
4.2.1.109	MDRPD
5.3.1.23	MTRI
2.7.1.100	MTRK
4.1.3.36	NPHS
4.1.1.71	OXGDC2
2.7.4.13	URIDK2r
2.7.4.4	URIDK2r
2.7.4.9	URIDK2r
3.1.3.68	2DOXG6PP
1.1.1.27	2HBO
1.1.1.102	3DSPHR
3.5.1.63	AABTN
2.6.1.39	AATA
2.3.1.16	ACACT4p
2.3.1.9	ACACT4p
2.3.1.9	ACACT5p
2.3.1.16	ACACT6p
2.3.1.9	ACACT6p
2.3.1.155	ACACT7p
2.3.1.16	ACACT7p
2.3.1.9	ACACT7p
6.4.1.2	ACCOACrm
2.3.1.4	ACGAM6PS
5.4.2.3	ACGAMPM
2.2.1.6	ACHBSm
2.2.1.6	ACLSm
4.2.1.3	ACONT
2.7.4.3	ADK1m
2.7.4.10	ADK3m
2.7.4.4	ADK3m
1.2.1.38	AGPRim
3.3.1.1	AHCi
2.5.1.49	AHSERL
2.5.1.49	AHSERL2
4.1.1.21	AIRCr
1.2.4.2	AKGDam
1.1.1.2	ALCD19y
1.1.1.21	ALCD19y
1.1.1.372	ALCD19y
1.1.1.72	ALCD19y
1.1.1.1	ALCD22xi
1.1.1.2	ALCD22xi
1.1.1.2	ALCD22yi
1.1.1.21	ALCD22yi
1.1.1	ALCD23yi
1.1.1.1	ALCD23yi
1.1.1.21	ALCD23yi
1.1.1.265	ALCD24yi
1.1.1	ALCD25yi
1.1.1.21	ALCD25yi
1.1.1.190	ALCD26xim
1.2.1.3	ALDD20xm
3.5.3.4	ALLTAHr
3.5.1.54	ALPHNH
3.5.1.11	AMID2
3.5.1.4	AMID2
3.5.4.17	AMPDA
3.5.4.6	AMPDA
1.1.3.37	ARAB14LO
1.1.1.117	ARAB1D2
3.5.3.1	ARGN
2.1.1.-	ARMT
2.6.1.1	ASPTAm
2.7.7.53	ATPATF3
3.6.3.14	ATPS3m
1.1.1.4	BTDD_RR
1.3.1.71	C24STRer
5.3.3.1	C3STDH1
2.7.7.15	CHLPCTD
5.3.3.5	CHLSTI
3	COAHLp
3.6.1.-	COAHLp
6.2.1.12	COUCOAFm
2.3.1.7	CSNATm
2.3.1.7	CSNATr
2.3.3.1	CSm
2.3.3.16	CSm
2.3.3.3	CSm
2.3.3.1	CSp
2.3.3.16	CSp
2.3.3.3	CSp
4.4.1.8	CYSTLp
4.2.1.22	CYSTS
1.14.19.1	DESAT16
3.2.1.20	DGGH
3.2.1.22	DGGH
4.2.1.9	DHAD1m
4.2.1.9	DHAD2m
1.5.1.3	DHFRim
2.3.1.57	DIAT
2.1.1.98	DIPS
1.1.1.169	DPRm
2.7.1.15	DRBK
4.2.1.17	ECOAH11p
4.2.1.17	ECOAH4p
4.2.1.74	ECOAH4p
4.2.1.17	ECOAH6p
4.2.1.74	ECOAH6p
4.2.1.17	ECOAH7p
4.2.1.74	ECOAH7p
2.6.1.23	EHGLAT
2.6.1.23	EHGLATm
2.6.1.23	EHGLATp
2.4.1.173	ERGSTGLCT
2.7.1.82	ETHAK
5.3.2.2	EX_oaa_e
3.1.2.14	FA180ACPH
6.2.1.3	FACOAL141p
6.2.1.3	FACOAL160p
6.2.1.3	FACOAL180
6.2.1.3	FACOAL80p
1.1.1.284	FALDH
1.2.1.1	FALDH
2.3.1.86	FAS100COA
2.3.1.85	FAS120
2.3.1.86	FAS120COA
2.3.1.85	FAS140
2.3.1.86	FAS140COA
2.3.1.85	FAS160
4.1.2.13	FBA2
4.99.1.1	FCLTm
1.2.2.1	FDNG
3.5.1.9	FKYNH
1.3.5.1	FRDcm
1.3.99.1	FRDcm
6.3.4.3	FTHFLmi
3.7.1.2	FUMAC
1.1.1.8	G3PD1ir
1.1.1.94	G3PD1ir
1.1.1.8	G3PD1irm
1.1.1.94	G3PD1irm
1.1.5.3	G3PDm
1.1.99.5	G3PDm
1.1.1.363	G6PDH2er
1.1.1.49	G6PDH2er
5.1.3.15	G6PI
5.3.1.9	G6PI
5.3.1.9	G6PI3
3.2.1.22	GALIGH
2.7.7.10	GALT
2.7.7.64	GALT
1.4.4.2	GCC2am
1.8.1	GCC2cm
1.8.1.4	GCC2cm
2.5.1.81	GGTT
2.1.2.1	GHMT2rm
2.3.1.97	GLPT
1.4.1.2	GLUDxi
1.4.1.3	GLUDxi
1.4.1.4	GLUDxi
2.7.1.2	GLUK
1.4.1.14	GLUSx
6.1.1	GLUTRSm
6.1.1.17	GLUTRSm
6.1.1.24	GLUTRSm
1.1.1.156	GLYCDy
3.2.2.1	GNNUC
3.2.2.8	GNNUC
1.8.1.7	GTHOm
3.6.1.5	GTPH1
1.1.1.211	HACD4p
1.1.1.35	HACD4p
1.1.1.211	HACD6p
1.1.1.35	HACD6p
1.1.1.211	HACD7p
1.1.1.35	HACD7p
4.2.1.1	HCO3En
2.5.1.-	HEMEOSm
1.13.11.5	HGNTOR
1.1.1.34	HMGCOAR
1.5.1.12	HPROa
1.5.1.2	HPROa
1.5.1.12	HPROb
1.5.1.2	HPROb
1.1.1.3	HSDxi
2.3.1.31	HSERTA
1.1.1.42	ICDHym
1.1.1.42	ICDHyp
2.6.1.42	ILETAm
6.1.1.5	ILETRSm
2.3.3.13	IPPSm
6.2.1.5	ITCOALm
3.7.1.3	KYN
1.14.13.9	KYN3OX
6.1.1.6	LYSTRSm
2.7.7.13	MAN1PT
4.1.3.30	MCITL2m
2.3.3.5	MCITSm
1.1.1.299	MDHm
1.1.1.37	MDHm
1.1.1.299	MDHp
1.1.1.37	MDHp
3.2.1.22	MELTGH
6.1.1.10	METTRSm
2.7.1.36	MEVK2
2.7.1.36	MEVK3
2.7.1.36	MEVK4
2.1.1.14	MHPGLUT
3.6.1.22	NADDPp
3.6.1.9	NADDPp
1.6.99.3	NADH2_u6cm
2.7.1.23	NADKm
3.1.3.-	NADPPPSm
3.1.3.1	NADPPPSm
3.1.3.2	NADPPPSm
6.3.1.5	NADS1n
6.3.5.1	NADS1n
2.4.2.11	NAPRT
2.4.2.11	NAPRTm
3.6.1.42	NDP3
3.6.1.5	NDP3
3.6.1.6	NDP3
3.6.1.42	NDP3g
3.6.1.5	NDP3g
3.6.1.6	NDP3g
3.1.3.5	NDP4
3.6.1.6	NDP4
2.7.4.6	NDPK9
2.7.7.1	NNATm
2.7.7.18	NNATm
2.4.2.19	NNDPRm
2.1.1.1	NNMT
3.6.1	NTP4
3.6.1.15	NTP4
3.5.5.1	NTRLASE3
5.3.2.2	OAAt
2.6.1.13	ORNTA
1.1.1.286	OXAGm
1.1.1.87	OXAGm
6.4.1.1	PC
1.2.1.88	PHCDm
1.5.1	PHCDm
1.5.1.12	PHCDm
2.7.4.2	PMEVK
3.6.1.52	PMI12346PH
2.7.4.21	PMI12346PS
1.5.3.16	POLYAO2
1.5.3.16	POLYAO3
1.5.3.17	POLYAO3
3.6.1.1	PPAm
1.3.1.13	PPND2
2.5.1.-	PPTTm
1.5.1.2	PRO1xm
1.5.99.8	PRO1xm
4.1.2.27	PSPHPL
3.1.2.2	PTE11x
3.1.2.2	PTE7x
3.1.2.2	PTE8x
2.7.7.3	PTPATim
2.4.2.1	PUNP3m
2.4.2.15	PUNP3m
1.4.3.5	PYDXO
1.17.4.1	RNDR2n
1.17.4.2	RNTR1
1.17.4.2	RNTR2
1.17.4.2	RNTR3
1.5.1.10	SACCD1
1.5.1.9	SACCD1
1.5.1.7	SACCD2
3.1.3	SBPP2er
1.1.1.14	SBTD_L
1.1.1.19	SBTR
1.1.1.2	SBTR
1.1.1.21	SBTR
1.1.1.72	SBTR
2.3.1.50	SERPT
2.5.1.48	SHSL4r
4.2.99.9	SHSL4r
4.3.1	SHSL4r
2.7.1.91	SLCBK1
2.7.7.5	SLFAT
4.1.2.27	SPHPL
1.14.13.132	SQLEr
1.14.14.17	SQLEr
1.14.99.7	SQLEr
2.5.1.21	SQLS
1.3.5.1	SUCD2_u6m
1.3.5.1	SUCD3_u6m
6.2.1.5	SUCOASm
2.4.1.10	SUCRe
2.4.1.4	SUCRe
2.4.1.9	SUCRe
3.2.1.10	SUCRe
3.2.1.20	SUCRe
3.2.1.26	SUCRe
3.2.1.48	SUCRe
2.1.2.10	THFATm
6.3.2.17	THFGLUS
1.11.1.15	THIORDXp
1.11.1.16	THIORDXp
3.1.3.2	THMDPe
6.1.1.3	THRTRSm
2.7.6.2	TMDPK
2.7.4.15	TMDPPK
2.7.6.2	TMDPPK
3.5.99.2	TMN
6.1.1.1	TYRTRSm
6.3.4.6	UREASE
2.7.4.13	URIDK2rn
2.7.4.4	URIDK2rn
2.7.4.9	URIDK2rn
2.6.1.42	VALTAim
2.6.1.6	VALTAim
6.1.1.9	VALTRSm
1.1.1.14	XYLTD_D
1.1.1.9	XYLTD_D
1.2.4.4	4M2OPLOXRD
4.1.1.5	ACLDC
1.3.1.44	ACOAD1
1.3.1.9	ACOAD1
1.3.99.2	ACOAD1
1.3.1.44	ACOAD2
1.3.99.3	ACOAD3
1.3.99.3	ACOAD6
3.1.4.14	ACPpds
3.6.1.7	ACYP_2
1.1.1.244	ALCD1
3.6.3.21	ASPabc
2.8.1.6	BTS3r
6.2.1.14	CHCOAL
3.6.3.21	CYSabc
2.7.7.39	G3PCT
1.4.4.2	GCCa
2.1.2.10	GCCb
3.6.3.41	HEMEti
2.5.1.-	HEXTT
4.3.1.3	HISDr
3.6.3.21	HISabc
2.3.1.41	KAS1
2.3.1.41	KAS11
2.3.1.41	KAS13
2.3.1.41	KAS3
2.3.1.41	KAS4
2.3.1.41	KAS5
2.3.1.41	KAS6
3.6.3.21	LYSabc
3.6.3.19	MALTabc
3.6.3.29	MOBDabc
3.5.1.32	NBAH
1.2.1	OIVD1r
1.2.1.25	OIVD1r
1.2.1.25	OIVD2
2.3.1.35	ORNTAC
4.2.3.12	PTHPS
3.2.1.26	RAFH
3.6.3.17	RIBabc
1.3.5.1	SUCD1
3.6.3.25	SULabc
3.2.1.183	UAG2EMA
5.1.3.14	UAG2EMA
5.1.3.7	UAG2EMA
5.1.3.2	UAG4Ei
5.1.3.7	UAG4Ei
4.2.1.49	URCN
2.1.1.163	URFGTT
2.1.1.201	URFGTT
2.7.1.48	URIK3
3.6.3.5	ZNabc
3.6.3.21	CYSIabcpp
2.7.1	4HTHRK
3.1.3.-	NMNR
3.1.3.5	NMNR
4.99.1.3	DSCLCOCH
1.5.1	PPRDNDH
1.2.1.20	OXPTNDH
3.5.99	GALAM6PISO
5.3.1.-	GALAM6PISO
3.2.1.21	SALCNH
3.2.1.86	CLB6PH
5.3.1.3	ARABDI
2.2.1.11	DKFPS2
2.7.7.43	ACNMCT
2.7.1.173	NICRNS
3.1.2.4	3HBCOAHL
1.13.11.27	PPOR
3.1.2.1	ACOAH
1.1.1.116	ARAB1D1
1.1.1.117	ARAB1D1
1.4.3.16	ASPOcm_1
1.2.1.32	AM6SAD
2.3.1.7	CSNATirm
6.3.2.12	DHFS_1
6.3.2.17	DHFS_1
3.5.2.3	DHORTSn
2.3.1.16	KATp
4.1.3.30	MCITLm
2.1.1.13	METS_1
1.5.1.15	MTHFC_1
3.5.4.9	MTHFC_1
1.5.1.20	MTHFR3_1
6.3.1.5	NADS1m
6.3.5.1	NADS1m
2.5.1.72	QULNS_1
3.1.3	SBPP1
3.1.3.-	SBPP1
3.1.3.4	SBPP1
3.1.3	SBPP2
3.1.3.77	2OH3K5MPPISO
3.1.3.87	2OH3K5MPPISO
3.1.3.77	ENOPH
4.4.1.5	GLYOX_1
3.6.2.2	PAPSSH
1.1.1.312	CMCMSAD
1.2.1.60	CMCMSAD
1.13.11.15	DHPDO
1.14.14.9	HPA3MO
5.3.3.10	CMHMI
4.1.2.52	4H2KPILY
1.2.1.28	3MBZDH
1.2.1.3	3MBZDH
1.2.1.7	3MBZDH
1.13.11.-	3MCAT23DOX
1.13.11.2	3MCAT23DOX
1.13.11.39	3MCAT23DOX
2.8.3.6	3OADPCOAT
6.2.1.12	4CMCOAS
1.14.13.2	4HBHYOX
1.14.13.33	4HBHYOX
1.2.1.28	4MBZDH
1.2.1.3	4MBZDH
1.2.1.7	4MBZDH
1.13.11.2	4MCAT23DOX
4.1.1.77	4OD2
1.2.1.31	AADSACYCL
1.4.1.18	AADSACYCL
1.3.99.2	ACOADH2
6.3.1.10	ADCPS1
6.3.1.10	ADCPS2
2.4.2.7	ADPT2
3.5.1.30	APENTAMAH
1.8.4.10	APSR
1.4.3.16	ASPO1
1.4.3.2	ASPO1
1.1.1.30	BDH
1.14.12.10	BZ12DOX
1.1.1.1	BZALDH
1.1.1.21	BZALDH
1.1.1.90	BZALDH
1.2.1.28	BZDH
1.2.1.29	BZDH
1.3.1.25	BZDIOLDH
6.2.1.12	CAFFCOA
1.13.11.2	CAT23DOX
1.13.11.1	CATDOX
3.1.6.6	CHOLSH
1.2.1.68	COALDDH
6.6.1.2	COCHL
2.5.1.17	CYRDAAT
1.3.1.-	DH3MCHCDH
1.3.1.67	DH4MCHCDH
3.5.2.2	DHPM1
4.1.2.41	FCOAHA
6.2.1.12	FERULCOAS
6.2.1.34	FERULCOAS
3.5.3.13	FORGLUIH
1.2.1.54	GDBTALDH
1.4.4.2	GLYCL_2
1.8.1.4	GLYCL_2
2.1.2.10	GLYCL_2
1.1.3.15	GLYCTO1
3.5.3.7	GUDBUTNAH
1.1.1.178	HACD9
1.1.1.35	HACD9
1.1.1.35	HIBDkt
1.2.1.85	HMSD
1.2.1.32	HMSD2
1.2.1.85	HMSD2
3.7.1.9	HMSH
1.5.3.7	LPCOXc
2.3.1.16	MACCOAT
2.3.1.9	MACCOAT
5.2.1.1	MALEI
3.5.1.107	MALMDA
1.3.8.4	MBCOAi
1.3.8.7	MBCOAi
1.3.99.10	MBCOAi
4.2.1.18	MGCH
5.5.1.2	MUCCY_kt
3.5.1.68	NFORGLUAH
4.1.3.17	OCAALD
2.8.3.5	OCOAT1
4.2.1.80	OMAHY
4.2.1.132	OP4ENH2
4.2.1.80	OP4ENH2
2.1.1.133	PC11M
2.1.1.131	PC17M
1.3.1.54	PC6AR
2.1.1.132	PC6YM
1.13.11.3	PCADYOX
1.2.4.1	PDHa
6.3.2.5	PPNCL
1.14.12.-	PTOLDOX
1.14.12.10	PTOLDOX
1.13.11.9	PYRDOX
1.1.5.8	QUIDH
1.1.99.25	QUIDH
2.1.1.152	R05219
1.1.1.36	RHACOAR100
1.1.1.36	RHACOAR140
1.1.1.36	RHACOAR60
1.1.1.36	RHACOAR80
2.5.1.6	SELMETAT
3.5.1.6	UPPN
1.2.1.28	VNDH_2
1.2.1.64	VNDH_2
1.14.13.82	VNTDM
1.2.1	4HGLSD
1.2.1.88	4HGLSD
3.1.3.102	ACP1_FMN
3.1.3.2	ACP1_FMN
3.5.1.4	AMID5
1.11.1.5	CCP
2.7.7.41	DASYN_HP
1.3.3.1	DHORD3
3.5.1.49	FORAMD
1.18.1.2	FRDO
3.6.3.21	GLNabc
2.7.8.5	PGSA_HP
4.1.1.65	PSD_HP
3.1.3.3	PSP_D
2.7.8.8	PSSA_HP
3.1.3.2	THMDP
2.7.1.16	RBK_Dr
2.7.1.47	RBK_Dr
6.4.1.3	PPCOAC
3.1.1.32	PLIPA1E180
4.1.1.32	PEPCK_re
2.7.8.13	PAPPT2
2.7.8.13	PAPPT1
6.6.1.1	MPML
1.2.1	MMSAD3
1.2.1.18	MMSAD3
1.2.1.27	MMSAD3
3.1.3.25	MI4PP
3.1.3.25	MI3PP
6.3.2.10	UGLDDS2
6.3.2.10	UGLDDS1
2.4.1.227	UAGPT1
6.3.2.7	UAAGLS2
3.6.3.25	TSULabc
6.3.1.2	GLNSP3
6.3.1.2	GLNSP1
1.18.1.6	FRDO2r
4.1.1.71	OXGDC
6.2.1.8	OXACOAL
3.5.2.9	OPAH
2.5.1.91	DPPS
1.1.1.125	DGC3D
5.4.99.60	CPC8MM
2.1.1.132	CPC6MT
2.6.1.18	APATr
6.3.4.23	AICART2
3.1.2.10	FCOAH2
2.7.4.3	ADK2
3.1.2	4PHACTE
3.1.2.20	4PHACTE
1.1.1.1	ALCD3ir
1.1.1.2	ALCD3ir
1.1.1.202	ALCD3ir
1.1.1.21	ALCD3ir
1.1.1.51	ALCD3ir
1.1.1.11	ABTDG
1.1.1.56	RBTDG
4.2.1.28	PPDD
4.2.1.44	2INSD
3.7.1	DKDID
5.4.3.2	LYSAM
1.2.1	4ABUTD
1.2.1.3	4ABUTD
3.6.3.21	ARGabc
2.5.1.15	DHPS2_1
1.2.2.1	FDH2
3.1.3.10	G1PP
3.6.3.17	GALabc
3.7.1.14	HKNTDH_1
1.5.1.20	MTHFR2_1
3.6.1.22	NADDPe
3.6.1.9	NADDPe
3.2.2.14	NMNt7
2.7.8.1	PEPT_EC
3.1.3.27	PGPP_EC
3.6.3.36	TAURabc
1.6.5.3	NADH16
1.1.1.202	13PPDH
2.6.1.5	ARAT
2.6.1.57	ARAT
1.13.11.54	ARD_1
2.1.1.-	CPC5MT
1.16.8.1	CYRDAR2
1.1.1.18	INS2D
6.1.1.22	ASNTRS_1
3.11.1.1	PALDH
1.13.11.15	34DHPACDO
2.1.1.271	CODSCL4MT
3.7.1.12	CODSCL5DA
5.4.99.60	CODSCL8XI
2.7.1.177	LTHRK
4.1.1.81	THRPDC
4.2.1.45	CDPGLC46DH
1.1.1	3MMD
2.3.3.8	ACITL
4.1.3.6	ACITL
6.2.1.25	BCOALIG
6.2.1.27	BCOALIG2
2.7.2.7	BUTKr
2.8.3.15	BZSCT
4.1.1	CSPMDDC
4.1.1.96	CSPMDDC
1.5.1.43	CSPMDDH
1.2.2.1	FDH5r2pp
3.2.2.26	FUTH
1.1.1.-	GHBDHy
1.1.1.co	GHBDHy
3.6.3.10	HKtpp
3.6.3.12	HKtpp
5.4.99.13	IBTMr
3.5.4.1	MCSNAH
1.7.99.6	N2OR
1.12.1.2	NAD_H2
1.12.1.5	NAD_H2
3.7.1.21	OCHCCH
6.2.1.-	PACCOAL2
6.4.1.-	PHEPC
4.2.1.-	PICH
3.6.1.1	PPA_1pp
2.8.3.18	SUCOAACTr
4.1.1.35	UDPGLDC
5.3.3.3	VACOAI
1.2.1.3	ALDD20x
2.6.1.1	CYSTA
2.6.1.3	CYSTA
1.2.1.13	GAPDi_nadp
1.2.1.59	GAPDi_nadp
6.3.5.2	GMPS
3.4.19	GTHRDH_syn
3.4.19.13	GTHRDH_syn
1.14.13.81	MPOMMM
1.14.13.81	MPOMOR
2.7.4.6	NDPK10
2.5.1.32	PHYTES
2.5.1.99	PHYTES
2.7.1.19	PRUK
2.7.1.40	PYK4
2.7.1.40	PYK5
3.1.3.11	SBP
3.1.3.37	SBP
1.8.7.1	SULR_syn
2.1.1.95	TOCOPHOM1
2.1.1.95	TOCOPHOM2
5.5.1.24	TOCOPHS1
5.5.1.24	TOCOPHS2
1.3.1.83	GGDPR
3.6.3	CU2abcu_syn
3.6.3.4	CU2abcu_syn
3.1.3.24	SPP
2.4.1.213	GGPS
4.2.1.129	SQLC2
3.2.1.35	EX_ha_e
1.5.1.1	1PPDCRp
1.5.1.21	1PPDCRp
4.3.1.17	2AMACHYD
1.2.1.52	2OXOADOXm
1.2.4.2	2OXOADOXm
1.8.1.4	2OXOADOXm
2.3.1.61	2OXOADOXm
2.1.1.6	34DHPHAMT
1.2.1.5	34DHXMANDACOX
1.2.1.5	34DHXMANDACOX_NADP
4.2.1.55	3HBCDm
3.1.2.4	3HBCOAHLm
2.6.1.7	3HKYNAKGAT
3.1.2.4	3HPCOAHYD
1.1.1.59	3HPPD
1.4.3.4	3HXKYNOXDA
1.2.1.5	3M4HDXPAC
1.2.1.5	3MOX4HOXPGALDOX
3.1.3.6	3NTD7l
2.6.1.1	3SALATAim
3.13.1	3SPYRSPm
1.4.3.4	41R2A1H12BOOX
1.4.3.21	42A12BOOX
1.4.3.4	42A12BOOX
1.4.9.2	42A12BOOX
1.4.99.4	42A12BOOX
1.2.1.5	4HOXPACDOX_NADP
1.4.3.21	5HOXINOXDA
1.4.3.22	5HOXINOXDA
1.4.3.4	5HOXINOXDA
4.1.1.28	5HXKYNDCL
1.2.1.31	AASAD3m
2.6.1.19	ABTArm
2.3.1.16	ACACT10m
2.3.1.9	ACACT10m
2.3.1.9	ACACT1x
2.7.1.157	ACGALK
2.7.1.162	ACGALK
3.5.1.89	ACGPID
2.5.1.57	ACNAM9PL
3.1.3.29	ACNAMPH
1.3.8	ACOAD9m
1.3.99.3	ACOAD9m
3.5.4.4	ADAe
4.1.1.4	ADCim
3.6.1.13	ADPRDPm
3.5.3.11	AGMTm
1.2.1.52	AKGDm
1.2.4.2	AKGDm
1.8.1.4	AKGDm
2.3.1.61	AKGDm
1.1.1.149	AKR1C1
1.1.1.50	AKR1C41
1.1.1.50	AKR1C42
1.3.99.6	AKR1D
1.3.99.6	AKR1D2
1.13.11.-	ALOX12R
1.2.1.19	ALR
1.2.1.23	ALR
1.2.1.49	ALR
3.4.11.1	AMPTASECGe
3.4.11.2	AMPTASECGe
3.4.11.23	AMPTASECGe
3.4.13.-	AMPTASECGe
3.4.13.18	AMPTASECGe
1.1.1.381	AOBUTDsm
3.6.1.17	AP4AH1
3.6.1.61	AP4AH1
3.5.3.1	ARGNm
3.6.1.5	ATPH1e
3.6.3.14	ATPasel
2.7.4.6	ATPtm
2.3.1.65	BAAT1x
2.3.1.65	BAAT2x
2.3.1.65	BAAT3x
2.3.1.65	BAAT4x
6.2.1.11	BACCLm
6.3.4.10	BACCLm
6.3.4.11	BACCLm
6.3.4.15	BACCLm
6.3.4.9	BACCLm
1.1.1.30	BDHm
1.2.1.8	BETALDHxm
3.5.1.12	BTND1
3.5.1.12	BTND1n
2.3.1.21	C160CPT1
2.3.1.21	C160CPT2
5.3.3.1	C3STDH1r
1.11.1.6	CAT2p
2.5.1.17	CBLATm
1.1.1.189	CBR2
2.3.1.6	CHAT
2.3.1.6	CHATn
1.1.99.1	CHOLD2m
2.8.2.2	CHSTEROLSULT
4.2.1.56	CITMCOAHm
4.1.3.25	CITMCOALm
2.7.3.2	CK
3.1.1.84	COKECBESr
2.4.1.147	CORE3GTg
2.3.1.7	CSNATer
1.9.3.1	CYOOm2
1.13.11.19	CYSAMO
1.8.4.4	CYSGLTH
4.4.1.1	CYSLYSL
4.4.1.8	CYSLYSL
4.4.1.k	CYSLYSL
1.13.11.20	CYSO
2.7.1.213	CYTDK1
2.7.1.48	CYTDK1
2.7.1.213	CYTDK2m
2.7.1.48	CYTDK2m
