ec_number	bigg_reaction_id
3.5.1.28	AMAA
3.5.3.6	ARGDr
3.6.3.14	ATPS4r
3.6.3	Cut1
3.6.3.4	Cut1
3.5.3.8	FGLU
1.8.1.4	GCCc
3.6.3.21	GLUabc
3.6.3.20	GLYC3Pabc
1.3	HEMEAS
3.5.2	IZPN
3.5.2.7	IZPN
2.3.1.41	KAS10
2.3.1.41	KAS12
2.3.1.41	KAS2
2.3.1.41	KAS8
2.3.1.85	KAS8
2.3.1.41	KAS9
3.6.3.10	Kabc
3.6.3.12	Kabc
1.1.1.27	LDH_L
3.6.3.2	MG2abc
3.6.3.35	MNabc
1.6.5.3	NADH6
1.6.5.3	NADH7
1.6.5.3	NADH8
3.6.3.24	NIabc
1.5.1.19	NOPD
1.7.1.4	NTRIRy
1.2.1	OIVD3
1.2.1.25	OIVD3
1.2.7.3	OOR3r
4.3.1.12	ORNCD
3.6.3.21	ORNabc
1.8.1	PDHcr
1.8.1.4	PDHcr
3.6.3.27	PIabc
2.4.2.2	PYNP1
3.5.1.107	PYRZAM
3.6.3.31	SPMDabc
2.4.1.10	SUCR
2.4.1.4	SUCR
2.4.1.9	SUCR
3.2.1.10	SUCR
3.2.1.20	SUCR
3.2.1.26	SUCR
3.2.1.48	SUCR
2.7.1.69	TREpts
4.1.1.37	UPPDC2
3.5.1.5	UREA
2.5.1.47	SLCYSS
5.3.2.2	OAAtex
1.2.7.-	PFOR
1.2.7.1	PFOR
6.2.1.6	GLCOAS
4.2.99.21	SALSYN
3.2.1.21	CLBH
3.2.1.74	CLBH
2.5.1.56	ACNPLYS
1.2.1.87	MMSAD2
3.1.3.-	NMNHYD
3.1.3.5	NMNHYD
1.1.5.4	DMALRED
2.1.3.2	ASPCTn
6.3.5.5	CBPSn
5.3.1.9	G6PI2
3.5.4.16	GTPCI_1
1.1.1.211	HACDp
1.1.1.35	HACDp
1.2.1.22	LCADm
1.5.1.15	MTHFCm_1
3.5.4.9	MTHFCm_1
1.5.1.5	MTHFD_1
1.5.1.15	MTHFD2
1.5.1.5	MTHFDm_1
4.1.1.45	PCLAD
6.3.5.1	NADS2
3.1.3.77	23DK5MPPISO
5.3.2.5	23DK5MPPISO
1.13.11.54	ARD
2.7.7.33	G1PCTYT
3.2.1.22	STACHGALACT
3.2.1.26	STACHGALACT
2.8.1.3	TSULR3e
4.1.2	DHEDAA
4.1.2.52	DHEDAA
1.14.14.9	4HOXPACMOF
3.6.3.35	MNabc_1
4.2.1.-	OHEDH
3.2.1.26	RAFHpp
1.14.13.3	3HPAOX
1.14.14.9	3HPAOX
1.5.1.1	1PPDCRc
1.5.1.21	1PPDCRc
1.5.1.25	1PPDCRc
2.7.1.13	2DHGLCK
1.1.1.21	3MBZALDH
1.1.1.90	3MBZALDH
4.1.1.44	4CMLCL_kt
1.1.1.21	4MBZALDH
1.1.1.90	4MBZALDH
5.3.2.6	4OT
5.3.2.6	4OT2
1.14.13.114	6HNACMO
1.2.1.31	AASAD3
1.3.99.3	ACOADH1
6.2.1.17	ACS2
1.1.1.1	ALCDkt
1.1.99.8	ALCDkt
2.6.1.48	APTNAT
2.6.1.84	ARUH
2.1.1.5	BHMT
2.6.1.76	DABAAT
3.5.4.13	DCTPD2
1.5.1.34	DHPR
4.2.1.118	DHSKDH
2.1.1.37	DNAMTn2r
1.3.1.2	DURAD
4.2.1.17	ECOAH12
4.2.1.17	ECOAH9ir
2.5.1.15	FOLD3
1.1.5.3	G3PD
1.1.99.5	G3PD
1.1.1.363	G6PBDH
1.1.1.49	G6PBDH
1.1.99.3	GADktpp
2.3.1.61	GLCOASYNT
6.3.5.7	GLNTRAT
1.3.8.6	GLUTCOADHc
1.3.99.7	GLUTCOADHc
1.2.1.3	GLYALDDr
4.1.3.4	HMGL
3.7.1.9	HMSH2
3.7.1	HMSH3
3.7.1.-	HMSH3
4.1.2	HOPNTAL2
4.1.2.n4	HOPNTAL2
4.1.3.39	HOPNTAL2
4.1.3.43	HOPNTAL2
1.13.12.2	LYSMO
5.1.1.5	LYSRC
5.1.1.9	LYSRC
6.4.1.4	MCCC
4.4.1.11	METGL
1.2.1.27	MMTSAO
1.8.2.2	MSULR
1.14.12.-	MTOLDOX
1.14.12.10	MTOLDOX
5.5.1.1	MUCCYCI
5.3.3.4	MUCLI
1.14.13.-	MXMO
1.14.13.dw	MXMO
3.5.1.106	NFMLDF
4.1.1.75	OARGDC
5.3.3.10	OMAIS
1.2.4.2	OXOADLR
3.1.1.24	OXOAEL
2.6.1.85	PABB
2.1.1.130	PC20M
5.4.99.61	PC8XM
2.3.1.12	PDHbr
2.3.1.168	PDHbr
1.1.1.43	PGLCNDH
1.14.16.1	PHETHPTOX
1.14.16.4	PHETHPTOX
1.14.13.-	PXMO
1.14.13.dw	PXMO
1.18.1.1	RNADRr
1.18.1.4	RNADRr
4.3.1.15	SER_AL
4.3.1.17	SER_AL
4.3.1.19	SER_AL
2.5.1.-	SHSL2r
2.5.1.48	SHSL2r
1.2.1.67	VNDH
1.14.13	XMO
1.14.13.dw	XMO
3	ACPS
3.6.1.-	ACPS
1.1.1.1	ALCD2y
1.1.1.184	ALCD2y
1.1.1.2	ALCD2y
1.1.1.21	ALCD2y
1.1.1.71	ALCD2y
3.5.1.4	AMID4
4.1.3.27	ANS2
1.4.1.21	ASPO2
3.6.1.26	CDAPPA_HP
4.1.3.16	DDPGA
4.1.3.42	DDPGA
1.3.99.1	FRD5
1.1.1.363	G6PDH1
1.1.1.388	G6PDH1
1.1.1.271	GFUCS
1.5.1.12	HPROx
1.5.1.2	HPROx
5.1.2.1	LacR
1.1.99.16	MDH4
3.1.3.27	PGPP_HP
1.2.1.88	PHCD
1.5.1	PHCD
1.5.1.12	PHCD
1.2.1.88	PUTA3
1.5.1.12	PUTA3
2.1.1.45	TMDSf
1.11.1.21	PRDX
1.11.1.6	PRDX
1.11.1.7	PRDX
6.3.2	PPNCL3
6.3.2.5	PPNCL3
2.7.9.1	PPDK
4.1.1.30	PNCDC
3.1.1.32	PLIPA1E160
4.1.1.28	PHYCBOXL
4.1.1.53	PHYCBOXL
1.4.3.21	PEAMNO
1.4.3.22	PEAMNO
1.4.3.4	PEAMNO
1.4.3.6	PEAMNO
1.5.1.2	P5CRx
1.5.99.8	P5CRx
1.2.1.27	MMSAD1
4.1.1.9	MCD
2.4.1.227	UAGPT2
6.3.2.7	UAAGLS1
2.8.2.37	TRESULT
1.13.12.4	LO
6.3.1.2	GLNSP2
6.3.5.-	GLNSP2
3.6.3.17	GLCabc
2.1.2.10	GCC2
5.4.99.16	MTI
1.4.3.19	DALAOX
1.4.3.3	DALAOX
3.6.3.4	Cuabc
1.3.1.54	CPC6R
2.1.1.133	CPC4MT
2.1.1.131	CPC3MT
2.1.1.151	CPC2MT
4.1.1.44	CMLDC
3.6.3.6	ATPS1
3.6.3.17	ARBabc
1.2.1.46	ALDD1
1.3.5.1	FRD
1.5.1.3	FOLR2
3.6.3.30	FE3abc
6.2.1.3	FACOAL80
1.2.1.53	4HALDD
3.1.2	PHACTE
3.1.2.-	PHACTE
3.1.2.20	PHACTE
3.1.2.23	PHACTE
1.2.1.29	34DHALDD
1.2.1.3	34DHALDD
1.2.1.5	34DHALDD
3.1.2	3PHACTE
3.1.2.20	3PHACTE
3.1.2.23	3PHACTE
4.2.1.30	GLYCDH
3.1.3.2	NTP7
3.6.1.15	NTP7
3.6.1.39	NTP7
3.6.1.5	NTP7
2.7.1.92	D5KGK
3.5.1.11	PENAM
1.2.1.3	IMACTD
2.4.1.52	PGPAGT
1.5.99	ASPO5_1
1.4.3.16	ASPO6_1
3.6.3.33	CBL1abc
2.5.1.17	CBLAT_DELETE
2.7.7.58	DHBSr
1.13.11.16	DHCINDO_1
1.2.2.1	FDH3
3.7.1.14	HKNDDH_1
1.13.11.16	HPPPNDO_1
1.18.99.1	HYD3
3.6.3	IDONt2r
3.6.3	MALTTRabc
3.6.3	MALTTTRabc
4.1.1.65	PSD_EC
3.6.3.31	PTRCabc
1.6.1.1	THD2
3.2.1.28	TREHe
1.1.1.303	ACTD
1.13.11.53	ARD1
4.2.1.22	CYS
4.4.1.1	CYS
4.1.2.29	D5KGPA
2.3.1.187	MACPT
4.99.1.3	SHCHCC
2.6.1.37	AEPPYRTA
1.14.14.9	4HOXPACMON
1.14.14.9	4HOXPACMOF_1
2.1.1.195	CODSCL5BMT
3.4.13.22	ALAALAD_1
1.1.1.380	GULNLR
1.1.1.259	3HOPCD
1.1.1.35	3HOPCD
3.5.3.12	AGMDA
1.1.1	ALCD4
1.1.1.-	ALCD4
1.20.4	ASR2
1.20.4.1	ASR2
1.20.4.4	ASR2
4.1.99.11	BZSS
3.6.3	CA2abc1pp
3.6.3.8	CA2abc1pp
3.6.3	CA2abcpp
3.6.3.8	CA2abcpp
4.2.1.100	CHDCCH
4.2.1.35	CITCIb
3.5.4.12	CMPDAi
3.6.3.4	CUabcpp
1.9.3.1	CYOO2pp
2.6.1.4	GLYTA
2.6.1.44	GLYTA
1.1.1.368	HOCCD
1.5.1.12	HP5CD
4.2.1.54	LCD
2.6.1.83	LDAPAT
4.1.1.3	MOSDC
1.7.99.5	MTHFR
1.13.11.32	NPPDO
1.13.12.16	NPPDO
2.3.1	OGCOAAT
2.3.1.16	OGCOAAT
2.3.1.19	PBUTT
2.7.9.-	PHEPS
1.5.1.2	PRO1y
1.2.1.76	SSCOARy
1.1.1.1	34DHOXPEGOX
1.1.1.36	AACOAR_syn
1.13.99	BCAROKE
1.14.99	BCAROKE
1.3.1.24	BILIRED
2.5.1.62	CHPHYS
1.17.1.2	DMPPS_syn
1.3.1.33	POR_1
1.3.1.75	DVOCHR
1.18.1.2	FNOR
5.5.1.19	GCATENEC
1.4.7.1	GLMS_syn
1.12.1.3	H2ASE_syn
1.12.1.5	H2ASE_syn
2.5.1.115	HGPHT
1.14.99.3	HOXG
1.17.1.2	IPDPS_syn
5.5.1.19	LYCOPC
2.1.1.295	MPBQ
1.14.13.81	MPOMC1
2.1.1.11	MPOMT
1.7.7.2	NAR_syn
2.4.2.12	NMNS
1.7.7.1	NOR_syn
1.2.7.1	POR_syn
1.2.7.11	POR_syn
2.7.1.40	PYK2
2.7.1.40	PYK3
1.13.11	RBCh
4.1.1.39	RBCh
4.1.1.39	RBPC
2.6.1.45	SPT_syn
3.13.1.1	SQD1
2.1.1.163	DMTPHT
3.6.3.26	NO3abcpp
1.2.3.5	GLXO3r
4.1.1.2	OXADC
1.8.7.2	FTR
2.4.1.14	SPS
3.1.3.69	GGPP
5.4.99.17	SQLC
1.6.3.2	MEHLER
1.14.13.126	24_25VITD3Hm
1.2.1.5	34DHPLACOX_NADP
2.6.1.40	3AIBTm
4.1.1.28	3HLYTCL
4.1.1.-	3HXKYNDCL
1.2.1.5	3MOX4HOXPGALDOX_NADP
1.4.3.4	3MOXTYROX
4.1.1.29	3SALACBOXL
2.6.1.1	3SALATAi
3.13.1	3SPYRSP
1.4.3.4	41R1H2MAE12BOOX
4.1.1.28	5HLTDL
1.2.3.1	5HOXINDACTO2OX
1.2.1.3	5HOXINDACTOX
1.2.1.3	5HOXINDACTOXm
1.13.11.52	5HTRPDOX
1.4.3.4	5HXKYNOXDA
6.2.1.16	AACOAT
1.1.1.12	ABTD
6.2.1.17	ACCOALm
5.1.3.8	ACGAM2E
3.1.1.7	ACHEe
3.1.1.8	ACHEe
1.3.99.3	ACOAD10m
1.3.3.6	ACOAD1fm
1.3.8.1	ACOAD1fm
1.3.8.7	ACOAD1fm
1.3.99.-	ACOAD1fm
1.3.99.3	ACOAD1fm
1.3.8.4	ACOAD8m
1.3.8.7	ACOAD8m
1.3.99.10	ACOAD8m
3.6.1.7	ACYP
2.7.1.20	ADNK1m
2.7.1.74	ADNK1m
3.6.1.13	ADPGLC
3.6.1.21	ADPGLC
3.6.1.9	ADPGLC
3.6.1.21	ADPMAN
2.7.1.25	ADSELK
2.6.1.44	AGTim
2.6.1.44	AGTix
1.2.1.19	ALDD19x_P
1.2.1.5	ALDD19x_P
1.13.11.33	ALOX15
1.13.11.34	ALOX5
1.13.11.34	ALOX52
1.5.1.-	AMCOXO
2.6.1.19	APAT2rm
2.6.1.55	APAT2rm
4.1.1.19	ARGDCm
3.5.1.1	ASNNm
3.5.1.38	ASNNm
3.5.5.4	ASNNm
2.3.1.17	ASPNATm
2.7.4.6	ATP1ter
3.1.3	ATPH2e
3.1.3.2	ATPH2e
3.6.1.15	ATPH2e
3.6.1.5	ATPH2e
3.6.1.53	ATPH2e
3.6.1.9	ATPH2e
3.6.3.14	ATPS4m
2.3.1.65	BAAT5x
1.14.11.1	BBHOX
1.13.11.63	BCDO
1.14.99.36	BCDO
3.1.3.7	BPNT2
3.5.1.12	BTNDe
3.5.1.12	BTNDm
4.2.1.17	C2M26DCOAHLm
4.2.1.17	C2M26DCOAHLx
1.11.1.21	CATm
1.11.1.6	CATm
1.16.1.3	CBL2OR
6.3.4.16	CBPSam
6.3.5.5	CBPSam
1.1.1.197	CBR1
2.7.8.1	CEPTE
3.1.3.75	CHLP
2.7.3.2	CKc
2.7.7.43	CMPSASn
2.4.1.148	CORE4GTg
2.7.7.15	CPCTDTX
2.8.1.1	CYANSTm
2.6.1.1	CYSTAm
2.6.1.3	CYSTAm
2.7.4.13	CYTK2n
2.7.4.14	CYTK2n
2.7.4.25	CYTK2n
3.5.4.4	DADAe
2.7.1.145	DADNK
2.7.1.74	DADNK
2.7.1.76	DADNK
1.4.3.19	DALAOXx
1.4.3.3	DALAOXx
1.4.3.3	DARGOp
1.4.3.1	DASPO1p
1.4.3.15	DASPO1p
2.7.1.74	DCK2n
3.5.4.5	DCYTDn
4.1.3.16	DDPGAm
4.1.3.42	DDPGAm
2.7.1.113	DGNSKm
2.7.1.145	DGNSKm
2.7.1.74	DGNSKm
1.3.1.21	DHCR72r
2.8.2.15	DHEASULT
2.8.2.2	DHEASULT
3.5.2.2	DHPM2
3.6.1.22	DNADDP
3.6.1.9	DNADDP
1.4.3.3	DORNOp
3.6.1.9	DPCOAPP
4.1.1.33	DPMVDx
2.7.1.145	DURIK1m
2.7.1.21	DURIK1m
3.6.1.-	DUTPDPm
3.6.1.23	DUTPDPm
3.6.1.9	DUTPDPm
3.6.1.-	DUTPDPn
3.6.1.23	DUTPDPn
3.6.1.9	DUTPDPn
5.1.-.-	ECGISOr
4.2.1.150	ECOAH1m
4.2.1.17	ECOAH1m
4.2.1.55	ECOAH1m
4.2.1.150	ECOAH1x
4.2.1.17	ECOAH1x
4.2.1.55	ECOAH1x
3.1.1.-	EGMESTr
2.7.7.14	EPCTX
3.1.3.75	ETHP
2.7.7.30	F1PGT
6.2.1.3	FACOAL1832
6.2.1.15	FACOAL204
6.2.1.2	FACOAL40im
3.6.1.18	FADDP
3.6.1.9	FADDP
4.1.2.19	FBA4
3.1.2.10	FCOAH
2.4.1.69	FUT12g
1.2.1.41	G5SDym
2.1.1.2	GACMTRc
2.4.1.134	GALT2g
4.1.2.-	GHMT3
2.7.4.8	GK1m
1.2.1.3	GLACOm
3.1.1.17	GLNLASEer
3.1.1.25	GLNLASEer
1.1.1.20	GLRASE
1.4.1.13	GLUNm
1.4.7.1	GLUNm
3.5.1.2	GLUNm
3.5.1.38	GLUNm
4.3.3.6	GLUNm
6.3.4.2	GLUNm
6.3.5.2	GLUNm
6.3.5.4	GLUNm
6.3.5.5	GLUNm
1.1.3.15	GLYCTO1p
1.4.3.19	GLYOp
1.4.3.3	GLYOp
1.1.1.351	GNDer
1.1.1.44	GNDer
2.1.1.156	GNMT
2.1.1.162	GNMT
2.1.1.20	GNMT
2.5.1.10	GRTTx
2.7.1.73	GSNKm
3.5.4.16	GTPCIn
1.6.3.1	H2O2syn
1.1.1.35	HACD1x
1.1.1.178	HACD9m
1.1.1.35	HACD9m
3.2.1.35	HAtly
4.1.1.22	HISDC
4.1.1.28	HISDC
1.4.3.22	HISTASE
1.4.3.6	HISTASE
4.1.1.40	HPYRDCm
1.1.1.146	HSD11B1r
1.1.1.51	HSD17B2r
1.1.1.51	HSD17B7r
1.1.1.62	HSD17B7r
1.1.1.51	HSD17B8r
1.1.1.62	HSD17B8r
5.3.3.1	HSD3B11
1.1.1.181	HSD3B7P
1.11.1.8	IDHPOXOX4
1.11.1.8	IDHPOXOXb
1.2.1.3	IMACTD_m
1.13.99.1	INOSTO
5.3.3.2	IPDDIx
1.2.1.23	LCADi_Dm
1.2.1.3	LCADi_Dm
2.6.1.1	LCYSTAT
2.6.1.1	LCYSTATm
3.7.1.3	LFORKYNHYD
5.4.99.7	LNSTLSr
1.5.3.7	LPCOXp
1.14.21.6	LSTO2r
4.4.1.20	LTC4Sr
1.4.3.14	LYSOXp
3.2.1.20	MALTe
1.13.11.52	MELATN23DOX
4.2.1.18	MGCHrm
3.1.3.57	MI134PP
3.2.1.20	MLTG1e
5.4.99.2	MMMm
1.2.1.18	MMTSADm
3.2.2.6	NADPN
3.6.1.12	NDP6
3.6.1.6	NDP6
3.1.3.2	NDP7er
3.6.1.5	NDP7er
3.6.1.6	NDP7er
3.6.1.9	NDP7er
3.1.3.2	NDP7ex
3.6.1.5	NDP7ex
3.6.1.6	NDP7ex
3.6.1.9	NDP7ex
3.1.3.2	NDP7g
3.6.1.5	NDP7g
3.6.1.6	NDP7g
3.6.1.9	NDP7g
3.6.1.23	NDP8
2.7.4.6	NDPK10m
2.7.4.6	NDPK1m
2.7.4.6	NDPK3m
2.7.4.6	NDPK4n
2.7.4.6	NDPK6m
2.7.4.6	NDPK7n
2.7.4.6	NDPK8n
2.7.7.1	NMNATn
2.7.7.18	NMNATn
1.14.13.39	NOS1
1.14.13.39	NOS2
2.4.2.1	NP1
2.4.99.3	NS26Tg
3.1.3.-	NT5C
3.1.3.5	NT5C
3.1.3.5	NTD2e
3.1.3.5	NTD2m
3.1.3.5	NTD3l
3.1.3.89	NTD3l
3.1.3.35	NTD5l
3.1.3.5	NTD5l
3.1.3.89	NTD5l
3.1.3.5	NTD7e
1.2.1.25	OIVD2m
1.2.1	OIVD3m
1.2.1.25	OIVD3m
1.14.13	P45021A2r
1.14.13.15	P45027A13m
1.14.13.15	P45027A1m
1.14.13.17	P4507A1r
1.14.13.17	P4507B12r
1.5.1.2	P5CRm
3.1.3.-	PAN4PP
6.4.1.1	PCm
5.3.99.2	PGDIr
5.3.99.3	PGESr
5.3.99.4	PGISr
3.1.1.31	PGLer
2.3.1.14	PHACCOAGLNAC
1.14.11.18	PHYHx
3.6.1.52	PMI12346PHn
2.7.1.33	PNTKm
3.6.1.25	PPA2m
6.4.1.3	PPCOACm
1.1.1	PPDOy
2.8.2.2	PRGNLONESULT
1.5.1.2	PRO1x
1.5.99.8	PRO1x
1.5.-.-	PROD2m
1.5.99.8	PROD2m
3.1.2.-	PTE5x
1.2.1.3	PYLALDOX
1.2.1.3	PYLALDOXm
1.2.1.36	RADH
1.14.14.1	RAHY
1.1.1.-	RDH2a
1.1.1.-	RDH3a
5.2.1.7	RETI1
1.5.1.10	SACCD4m
1.5.1.9	SACCD4m
2.1.1.6	SALMCOM
2.1.1.6	SALMCOM2
2.1.1.8	SAMHISTA
3.1.3.4	SBPP3er
3.3.1.1	SEAHCYSHYD
2.7.7.4	SELADT
4.2.1.22	SELCYSTS
4.1.2.27	SGPL11r
1.1.1.310	SLDxm
2.7.1.91	SPHK21c
1.15.1.1	SPODMm
1.1.1.153	SPRn
2.5.1.21	SQLSr
1.13.11.52	SRTN23OX
2.4.99.10	ST3GAL61g
4.2.1.17	T2M26DCOAHLx
1.6.1.2	THD1m
1.6.1.5	THD1m
3.6.1.28	THMTP
1.2.1.47	TMABADH
2.7.1.145	TMDK1m
2.7.1.21	TMDK1m
1.14.11.8	TMLYSOX
1.14.18.1	TYRDOPO3
1.4.3.21	TYROXDAc
1.4.3.22	TYROXDAc
1.4.3.4	TYROXDAc
1.4.9.2	TYROXDAc
1.4.99.4	TYROXDAc
2.7.7.83	UAGALDP
4.1.1.35	UDPGLDCg
3.6.1.45	UDPGP
3.6.1.8	UDPGP
3.6.1.9	UDPGP
2.4.1.22	UGALGTg
3.1.1.19	UROLACer
6.2.1.7	VLCS2p
6.2.1.7	VLCS2r
6.2.1.7	VLCSr
1.17.1.4	XANDp
1.17.3.2	XAOx
1.1.1.10	XYLUR
3.5.1.90	ADOCBIAH
1.1.1.272	AHGDx
1.1.1.399	AHGDx
1.1.1.M7	AHGDx
3.5.1.46	AHXDH
4.1.3	AKGCAL
1.1.1.80	ALCD20y
3.6.3.33	CBIabc
3.6.3.3	CD2abc1
3.6.3.46	CD2abc1
3.6.3.46	CD2abc2
4.2.1.114	CH2ACH
4.2.1.114	CH3ACH
2.7.1.-	COBS
2.1.1.247	DMAMT
2.1.1.249	DMAMT
6.3.2.31	GF4GL_0
6.3.2.34	GF4GL_1
6.1.1.24	GLUTRS_Gln
2.5.1.44	HSPMS
2.7.7.68	LPPGS
3.6.1.15	NTP6
1.7.1.4	NTRIR2y
3.6.3.9	NaKt_1
3.6.1.1	PPA_1
3.6.1	PRPPP
4.2.1.114	RH2CD
4.2.1.114	RH3CD
1.1.1.272	SLDy
2.1.1.247	TMAMT
2.1.1.250	TMAMT
2.6.1.-	ADAPAT
4.2.1.51	AROH
4.2.1.91	AROH
6.3.5.6	ASNTRAT
6.1.1	ASPTRS_Asn
6.1.1.12	ASPTRS_Asn
6.1.1.23	ASPTRS_Asn
2.4.1.20	CEPA
3.5.2.10	CRTNh
3.5.1.47	DAPDA
1.3.1.26	DHDPRx_r
1.3.1.14	DHORD_NAD
6.3.2.17	FPGS_tm
5.1.3.3	GalMr
1.11.1.1	NADHPO
2.7.1.90	PFK_ppi
2.6.1.51	SPTc
1.8.1.18	SULFDH
2.3.1.-	THPAT
2.3.1.89	THPAT
2.1.1.148	TMDS3
4.1.1.12	ASP4DC
5.1.1.13	ASPR
1.1.1.286	ICDHx
1.1.1.41	ICDHx
3.4.16.4	MDDCP2ex
3.4.16.4	MDDCP3ex
3.6.3.15	NA1ATPaseh
3.6.3.7	NA1ATPaseh
3.6.3.25	TSULth
5.3.2.2	OAAtf
3.6.3.25	TSULtm
3.5.1.1	ASPSE
3.5.1.38	ASPSE
3.5.5.4	ASPSE
2.7.1.46	AAPT
2.6.1.16	GF6PTA_1
1.1.1.-	UDPGALOR
2.7.7.37	UMPU
3.4.13.18	AABHH
3.4.13.20	AABHH
3.4.13.3	AABHH
1.2.1.41	G5DHx
6.3.4.5	ARGSS_1
2.1.3.3	OCT
2.5.1.16	ASAPT
2.5.1.22	ASAPT
3.4.13.20	BADP
3.4.13.5	BADP
5.3.3.5	CHLSTD78I
5.3.3.5	CHLSTI_1
1.3.1.72	CHLSTR
2.7.1.148	CMK
5.5.1.9	CYEUOLCYCI
1.3.1.72	DDSMSTOLR
1.1.1.267	DXRI
2.2.1.7	DXS
2.5.1.10	FPPSh
1.3.1.83	GGDR
2.5.1.1	GPPSh
1.17.4.3	HDS
2.5.1.115	HPT
1.17.1.2	IDS1
1.14.21.6	LTHSTRLOR
1.3.1.70	MERGTROLR
2.1.1.295	MPQMT
1.14.13.70	OBFOOLOR
2.5.1.103	PSPPS
2.5.1.21	PSPPS
2.5.1.96	PSPPS
1.3.1.96	SS
2.5.1.21	SS
5.5.1.24	TCYG
2.1.1.95	TMTD
1.14.19.1	COA1819ZD9DS
3.1.2	FACOAE1829Z12Z
3.1.2.2	FACOAE1829Z12Z
3.1.2.2	FACOAE1839Z12Z15Z
1.1.1.30	HBNOx
1.2.1.16	SSNOh
1.2.1.24	SSNOh
